manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
86,crust__simple-sparsehash,simple-sparsehash,crust,1,completed,True,0,2,2026-08-06T14:41:32.494226Z,2026-08-06T16:21:21.208067Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep1,2,True
86,crust__simple-sparsehash,simple-sparsehash,crust,2,completed,True,0,2,2026-08-06T16:21:21.211763Z,2026-08-06T17:22:14.868573Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard8/full/crust__simple-sparsehash/rep2,2,True
87,crust__simple_lang,simple_lang,crust,0,completed,True,0,1,2026-08-05T18:35:56.395438Z,2026-08-05T19:52:22.880244Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep0,2,True
87,crust__simple_lang,simple_lang,crust,1,completed,True,0,1,2026-08-05T18:35:56.399155Z,2026-08-05T21:14:38.302713Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep1,2,True
87,crust__simple_lang,simple_lang,crust,2,completed,True,0,1,2026-08-05T18:35:56.395643Z,2026-08-05T20:15:50.638692Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simple_lang/rep2,2,True
88,crust__simplexml,simplexml,crust,0,completed,True,0,1,2026-08-05T18:35:56.398731Z,2026-08-05T19:32:35.263184Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep0,2,True
88,crust__simplexml,simplexml,crust,1,completed,True,0,1,2026-08-05T18:35:56.397832Z,2026-08-05T19:34:12.659288Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep1,2,True
88,crust__simplexml,simplexml,crust,2,completed,True,0,1,2026-08-05T18:35:56.401119Z,2026-08-05T19:41:52.043166Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__simplexml/rep2,2,True
89,crust__skp,skp,crust,0,failed,True,1,1,2026-08-05T18:35:56.418195Z,2026-08-05T21:33:18.162195Z,,"s-shard6/full/crust__skp/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=9 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=False M9 iter=2 passed=False M9 iter=3 passed=False M9 iter=4 passed=False M9 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep0,2,True
89,crust__skp,skp,crust,1,failed,True,1,1,2026-08-05T18:35:56.404336Z,2026-08-05T22:41:16.816814Z,,"deweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=12 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=False M10 iter=2 passed=False M10 iter=3 passed=False M10 iter=4 passed=True M11 iter=1 passed=True M12 iter=1 passed=False M12 iter=2 passed=False M12 iter=3 passed=False M12 iter=4 passed=False M12 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep1,2,True
89,crust__skp,skp,crust,2,failed,True,1,1,2026-08-05T18:35:56.436218Z,2026-08-05T22:26:19.785916Z,,"ded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=13 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=False M13 iter=2 passed=False M13 iter=3 passed=False M13 iter=4 passed=False M13 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__skp/rep2,2,True
90,crust__slothlang,slothlang,crust,0,failed,True,1,1,2026-08-05T18:35:56.451696Z,2026-08-05T21:21:10.219522Z,,"inal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=False M2 iter=2 passed=False M2 iter=3 passed=False M2 iter=4 passed=True M3 iter=1 passed=False M3 iter=2 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=False M8 iter=2 passed=True M9 iter=1 passed=False M9 iter=2 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=False M11 iter=3 passed=False M11 iter=4 passed=False M11 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep0,2,True
90,crust__slothlang,slothlang,crust,1,completed,True,0,1,2026-08-05T19:32:35.268731Z,2026-08-05T21:09:19.822787Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep1,2,True
90,crust__slothlang,slothlang,crust,2,failed,True,1,1,2026-08-05T19:34:12.663640Z,2026-08-05T20:39:48.455265Z,,"[codeweaver] project=crust__slothlang app_id=full-crust__slothlang-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=2 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=False M2 iter=2 passed=False M2 iter=3 passed=False M2 iter=4 passed=False M2 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__slothlang/rep2,2,True
91,crust__ted,ted,crust,0,failed,True,1,1,2026-08-05T19:41:52.047590Z,2026-08-05T20:27:50.512408Z,,"[codeweaver] project=crust__ted app_id=full-crust__ted-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep0,2,True
91,crust__ted,ted,crust,1,failed,True,1,1,2026-08-05T19:52:22.883406Z,2026-08-05T22:37:35.350962Z,,"[codeweaver] project=crust__ted app_id=full-crust__ted-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=12 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep1,2,True
91,crust__ted,ted,crust,2,failed,True,1,1,2026-08-05T20:15:50.644043Z,2026-08-05T22:33:37.991059Z,,"[codeweaver] project=crust__ted app_id=full-crust__ted-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=False M7 iter=2 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ted/rep2,2,True
92,crust__tisp,tisp,crust,0,failed,True,1,1,2026-08-05T20:27:50.515363Z,2026-08-05T21:21:23.685787Z,,"[codeweaver] project=crust__tisp app_id=full-crust__tisp-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep0,2,True
92,crust__tisp,tisp,crust,1,failed,True,1,1,2026-08-05T20:39:48.459531Z,2026-08-06T03:17:05.326902Z,,done=False milestone_idx=24 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep1,2,True
92,crust__tisp,tisp,crust,2,failed,True,1,1,2026-08-05T21:09:19.828937Z,2026-08-05T22:07:53.162523Z,,"[codeweaver] project=crust__tisp app_id=full-crust__tisp-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__tisp/rep2,2,True
93,crust__totp,totp,crust,0,completed,True,0,1,2026-08-05T21:14:38.309613Z,2026-08-05T22:46:34.577139Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep0,2,True
93,crust__totp,totp,crust,1,completed,True,0,1,2026-08-05T21:21:10.226961Z,2026-08-05T22:18:22.000893Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep1,2,True
93,crust__totp,totp,crust,2,completed,True,0,1,2026-08-05T21:21:23.689711Z,2026-08-05T22:29:19.254784Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__totp/rep2,2,True
94,crust__ulidgen,ulidgen,crust,0,completed,True,0,1,2026-08-05T21:33:18.171671Z,2026-08-05T23:04:48.832109Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep0,2,True
94,crust__ulidgen,ulidgen,crust,1,completed,True,0,1,2026-08-05T22:07:53.176176Z,2026-08-06T00:44:52.565555Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep1,2,True
94,crust__ulidgen,ulidgen,crust,2,completed,True,0,1,2026-08-05T22:18:22.008098Z,2026-08-05T23:17:16.303514Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__ulidgen/rep2,2,True
95,crust__utf8,utf8,crust,0,failed,True,1,1,2026-08-05T22:26:19.815876Z,2026-08-06T01:01:36.021142Z,,"-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=10 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=False M10 iter=2 passed=False M10 iter=3 passed=False M10 iter=4 passed=False M10 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep0,2,True
95,crust__utf8,utf8,crust,1,failed,True,1,1,2026-08-05T22:29:19.260620Z,2026-08-05T23:10:34.482004Z,,"[codeweaver] project=crust__utf8 app_id=full-crust__utf8-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep1,2,True
95,crust__utf8,utf8,crust,2,completed,True,0,1,2026-08-05T22:33:38.006643Z,2026-08-05T23:38:58.843893Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__utf8/rep2,2,True
96,crust__vaultsync,vaultsync,crust,0,completed,True,0,1,2026-08-05T22:37:35.368541Z,2026-08-06T01:11:02.352273Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep0,2,True
96,crust__vaultsync,vaultsync,crust,1,completed,True,0,1,2026-08-05T22:41:16.823039Z,2026-08-06T02:46:42.487072Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep1,2,True
96,crust__vaultsync,vaultsync,crust,2,completed,True,0,1,2026-08-05T22:46:34.600039Z,2026-08-06T02:10:39.542432Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vaultsync/rep2,2,True
97,crust__vec,vec,crust,0,completed,True,0,1,2026-08-05T23:04:48.839333Z,2026-08-06T00:46:16.417976Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep0,2,True
97,crust__vec,vec,crust,1,completed,True,0,1,2026-08-05T23:10:34.487989Z,2026-08-06T00:55:36.084140Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep1,2,True
97,crust__vec,vec,crust,2,completed,True,0,1,2026-08-05T23:17:16.314892Z,2026-08-06T00:56:52.312995Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__vec/rep2,2,True
98,crust__worsp,worsp,crust,0,failed,True,1,2,2026-08-06T03:38:31.468585Z,2026-08-06T04:54:48.103335Z,,done=False milestone_idx=25 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True M25 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep0,2,True
98,crust__worsp,worsp,crust,1,failed,True,1,2,2026-08-06T03:38:31.468856Z,2026-08-06T04:52:09.481481Z,,"estone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=23 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep1,2,True
98,crust__worsp,worsp,crust,2,failed,True,1,3,2026-08-06T05:43:02.187631Z,2026-08-06T07:04:35.942258Z,,M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True M25 iter=1 passed=True M26 iter=1 passed=True M27 iter=1 passed=True M28 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__worsp/rep2,2,True
99,crust__xopt,xopt,crust,0,completed,True,0,1,2026-08-06T00:55:36.095097Z,2026-08-06T03:13:40.418671Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep0,2,True
99,crust__xopt,xopt,crust,1,completed,True,0,2,2026-08-06T04:52:09.485067Z,2026-08-06T04:59:41.822122Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep1,2,True
99,crust__xopt,xopt,crust,2,completed,True,0,2,2026-08-06T04:54:48.107423Z,2026-08-06T05:09:39.769668Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/crust__xopt/rep2,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,0,completed,True,0,1,2026-08-06T01:11:02.374863Z,2026-08-06T02:22:39.560059Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep0,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,1,completed,True,0,1,2026-08-06T02:10:39.553620Z,2026-08-06T02:54:02.686776Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep1,2,True
100,oxidizer__checkdigit,checkdigit,oxidizer,2,completed,True,0,1,2026-08-06T02:22:39.567070Z,2026-08-06T03:06:11.202809Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__checkdigit/rep2,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,0,completed,True,0,3,2026-08-06T07:04:35.985782Z,2026-08-06T07:56:14.320497Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep0,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,1,completed,True,0,3,2026-08-06T07:56:14.348936Z,2026-08-06T08:00:38.891404Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep1,2,True
101,oxidizer__go-edlib,go-edlib,oxidizer,2,completed,True,0,2,2026-08-06T08:00:38.895758Z,2026-08-06T09:07:56.055788Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__go-edlib/rep2,2,True
102,oxidizer__gohistogram,gohistogram,oxidizer,0,completed,True,0,1,2026-08-05T17:19:29.646867Z,2026-08-05T18:19:00.563307Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep0,0,True
102,oxidizer__gohistogram,gohistogram,oxidizer,1,completed,True,0,1,2026-08-06T09:58:32.775467Z,2026-08-06T10:41:13.131470Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep1,0,True
102,oxidizer__gohistogram,gohistogram,oxidizer,2,completed,True,0,1,2026-08-06T10:31:11.463409Z,2026-08-06T11:17:39.993076Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/oxidizer__gohistogram/rep2,0,True
103,oxidizer__gonameparts,gonameparts,oxidizer,0,completed,True,0,2,2026-08-06T09:07:56.061637Z,2026-08-06T10:27:56.942168Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep0,2,True
103,oxidizer__gonameparts,gonameparts,oxidizer,1,completed,True,0,2,2026-08-06T10:27:56.976019Z,2026-08-06T12:00:29.316201Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep1,2,True
103,oxidizer__gonameparts,gonameparts,oxidizer,2,completed,True,0,1,2026-08-06T12:00:29.379745Z,2026-08-06T13:18:05.090807Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__gonameparts/rep2,2,True
104,oxidizer__stats,stats,oxidizer,0,completed,True,0,1,2026-08-06T13:18:05.097422Z,2026-08-06T17:10:17.594662Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep0,2,True
104,oxidizer__stats,stats,oxidizer,1,completed,True,0,1,2026-08-06T17:10:17.597040Z,2026-08-06T18:41:27.525850Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep1,2,True
104,oxidizer__stats,stats,oxidizer,2,completed,True,0,1,2026-08-06T18:41:27.529894Z,2026-08-06T20:12:44.334750Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__stats/rep2,2,True
105,oxidizer__textrank,textrank,oxidizer,0,completed,True,0,1,2026-08-06T20:12:44.337802Z,2026-08-06T21:09:08.842718Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep0,2,True
105,oxidizer__textrank,textrank,oxidizer,1,completed,True,0,1,2026-08-06T21:09:08.845752Z,2026-08-06T22:37:33.374771Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep1,2,True
105,oxidizer__textrank,textrank,oxidizer,2,completed,True,0,1,2026-08-06T22:37:33.378374Z,2026-08-07T00:09:42.382710Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/oxidizer__textrank/rep2,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,0,failed,True,1,1,2026-08-07T00:09:42.389528Z,2026-08-07T03:29:31.524775Z,,"] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=19 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep0,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,1,failed,True,1,1,2026-08-07T03:29:31.527391Z,2026-08-07T06:44:23.761351Z,,"l-comparison/runs-shard6/full/alphatrans__commons-cli/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=16 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep1,2,True
106,alphatrans__commons-cli,commons-cli,alphatrans,2,completed,True,0,1,2026-08-07T06:44:23.766281Z,2026-08-07T08:16:03.966520Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-cli/rep2,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,0,completed,True,0,1,2026-08-07T08:16:03.971049Z,2026-08-07T11:26:05.440018Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep0,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,1,completed,True,0,1,2026-08-07T11:26:05.443701Z,2026-08-07T13:28:23.811287Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep1,2,True
107,alphatrans__commons-csv,commons-csv,alphatrans,2,running,False,,1,2026-08-07T13:28:23.814617Z,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-csv/rep2,2,True
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,0,failed,True,1,1,2026-08-05T17:19:29.646553Z,2026-08-05T22:25:55.460011Z,,M1 iter=2 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=False M10 iter=2 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True M25 iter=1 passed=True M26 iter=1 passed=True M27 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep0,0,True
